paths	score	execution_time	gap
[[0, 130, 118, 99, 122, 104, 5, 35, 26, 80, 129, 91, 78, 109, 107, 63, 43, 25, 0], [0, 54, 126, 65, 82, 53, 29, 59, 90, 93, 66, 48, 94, 124, 142, 77, 0], [0, 39, 62, 17, 139, 23, 81, 102, 2, 97, 96, 16, 18, 123, 128, 33, 22, 144, 0], [0, 7, 64, 38, 20, 110, 52, 88, 71, 45, 73, 14, 10, 12, 112, 4, 0]]	1039.0	78.25668454170227	41.8903803131991
[[0, 28, 39, 62, 139, 17, 87, 5, 41, 23, 2, 97, 81, 96, 16, 123, 93, 48, 142, 0], [0, 76, 49, 65, 128, 68, 75, 117, 24, 78, 12, 112, 10, 14, 45, 109, 3, 0], [0, 122, 118, 38, 102, 138, 32, 66, 90, 59, 33, 22, 63, 77, 0], [0, 130, 64, 7, 53, 82, 29, 104, 35, 107, 91, 26, 71, 43, 18, 25, 4, 0]]	1015.0	68.26119327545166	43.23266219239373
[[0, 7, 28, 87, 17, 139, 52, 88, 80, 129, 81, 96, 123, 18, 22, 63, 48, 142, 0], [0, 39, 50, 37, 6, 68, 117, 24, 70, 71, 27, 3, 14, 10, 112, 12, 0], [0, 64, 130, 38, 5, 104, 35, 26, 91, 78, 109, 107, 144, 25, 0], [0, 118, 49, 59, 82, 53, 93, 128, 33, 43, 4, 0]]	957.0	49.12741732597351	46.4765100671141
[[0, 38, 28, 17, 110, 52, 88, 127, 14, 45, 109, 78, 73, 10, 112, 12, 0], [0, 64, 7, 29, 82, 53, 138, 32, 81, 23, 97, 2, 44, 94, 124, 48, 144, 142, 0], [0, 54, 49, 126, 68, 6, 117, 70, 24, 75, 33, 128, 135, 34, 83, 4, 0], [0, 118, 130, 122, 104, 5, 87, 139, 26, 80, 91, 107, 35, 63, 18, 123, 22, 25, 43, 0]]	1054.0	71.43723249435425	41.05145413870246
[[0, 64, 7, 65, 82, 53, 59, 29, 128, 117, 22, 18, 123, 33, 93, 4, 0], [0, 39, 126, 49, 120, 16, 66, 124, 27, 119, 0], [0, 51, 139, 17, 87, 41, 102, 97, 2, 44, 32, 96, 48, 94, 63, 0], [0, 118, 130, 28, 5, 104, 138, 81, 23, 35, 26, 80, 91, 107, 78, 43, 25, 0]]	945.0	43.5731725692749	47.14765100671141
[[0, 39, 62, 5, 87, 17, 139, 26, 35, 81, 96, 16, 18, 107, 109, 78, 4, 25, 0], [0, 118, 38, 28, 84, 23, 102, 2, 31, 91, 144, 94, 77, 0], [0, 51, 115, 101, 37, 6, 105, 56, 117, 75, 24, 70, 135, 125, 111, 61, 34, 19, 112, 10, 0], [0, 130, 64, 7, 53, 82, 29, 86, 104, 128, 59, 93, 33, 123, 22, 43, 63, 48, 142, 0]]	1062.0	67.3453118801117	40.604026845637584
[[0, 122, 38, 102, 138, 23, 81, 32, 97, 2, 31, 44, 124, 94, 60, 47, 77, 0], [0, 39, 62, 103, 110, 13, 71, 129, 80, 112, 12, 10, 14, 73, 45, 109, 3, 0], [0, 130, 64, 7, 53, 82, 86, 104, 35, 107, 91, 78, 43, 123, 18, 25, 4, 0], [0, 118, 28, 5, 87, 17, 139, 26, 41, 29, 93, 33, 128, 22, 63, 144, 48, 142, 0]]	1027.0	67.04011726379395	42.56152125279642
[[0, 7, 65, 53, 138, 23, 102, 20, 31, 42, 44, 124, 144, 94, 48, 142, 0], [0, 122, 118, 38, 59, 128, 117, 125, 61, 111, 100, 83, 34, 0], [0, 76, 49, 82, 29, 104, 32, 2, 81, 78, 14, 10, 12, 0], [0, 130, 64, 28, 5, 17, 26, 139, 80, 129, 91, 107, 35, 63, 43, 18, 123, 22, 33, 4, 25, 0]]	1018.0	55.349205017089844	43.064876957494405
[[0, 64, 130, 122, 86, 104, 5, 81, 23, 35, 71, 26, 91, 107, 18, 43, 4, 0], [0, 7, 38, 118, 20, 31, 2, 16, 22, 123, 128, 93, 33, 25, 0], [0, 28, 37, 50, 88, 52, 70, 24, 117, 14, 27, 3, 0], [0, 39, 62, 17, 139, 87, 59, 82, 29, 66, 63, 78, 144, 0]]	912.0	47.533568382263184	48.99328859060403
[[0, 39, 99, 122, 84, 138, 81, 102, 2, 97, 32, 96, 66, 48, 94, 124, 144, 0], [0, 76, 49, 126, 68, 6, 117, 56, 79, 70, 24, 63, 143, 44, 113, 47, 142, 0], [0, 64, 130, 28, 5, 87, 17, 26, 139, 129, 35, 107, 91, 18, 43, 123, 33, 4, 25, 0], [0, 7, 38, 23, 104, 16, 29, 82, 53, 59, 128, 22, 78, 14, 73, 10, 0]]	1031.0	61.77497601509094	42.337807606263986
