paths	score	execution_time	gap
[[0, 37, 9, 47, 45, 10, 11, 6, 42, 46, 7, 22, 0], [0, 48, 41, 28, 1, 20, 33, 13, 17, 0], [0, 14, 5, 29, 25, 31, 36, 23, 26, 16, 8, 0], [0, 24, 12, 15, 30, 32, 2, 21, 38, 43, 39, 35, 34, 44, 4, 0]]	590.0	1.9048404693603516	10.197869101978691
[[0, 14, 5, 2, 21, 42, 41, 22, 3, 0], [0, 24, 30, 15, 12, 38, 25, 40, 18, 17, 0], [0, 48, 29, 20, 1, 28, 31, 36, 23, 26, 16, 8, 0], [0, 37, 9, 47, 45, 10, 11, 32, 39, 43, 35, 7, 34, 44, 4, 0]]	586.0	1.9661815166473389	10.80669710806697
[[0, 37, 9, 47, 24, 10, 11, 45, 27, 3, 6, 22, 31, 4, 0], [0, 14, 5, 21, 38, 40, 42, 46, 0], [0, 48, 36, 28, 23, 26, 25, 18, 16, 8, 0], [0, 15, 30, 12, 41, 32, 2, 39, 43, 35, 7, 34, 44, 0]]	573.0	1.9340991973876953	12.785388127853881
[[0, 37, 9, 47, 45, 10, 11, 42, 7, 31, 23, 0], [0, 24, 12, 15, 30, 32, 2, 21, 38, 39, 44, 43, 35, 34, 22, 0], [0, 14, 5, 41, 36, 16, 1, 20, 28, 4, 8, 0], [0, 48, 29, 25, 40, 18, 26, 17, 0]]	570.0	1.933075189590454	13.24200913242009
[[0, 37, 9, 47, 45, 10, 11, 32, 2, 43, 39, 35, 34, 44, 4, 0], [0, 48, 14, 5, 29, 20, 25, 40, 18, 17, 0], [0, 27, 42, 7, 22, 3, 0], [0, 24, 30, 15, 12, 38, 21, 41, 31, 36, 23, 26, 16, 8, 0]]	581.0	1.9730489253997803	11.56773211567732
[[0, 14, 5, 29, 25, 23, 26, 7, 22, 31, 0], [0, 9, 47, 12, 38, 24, 30, 2, 21, 42, 43, 39, 46, 0], [0, 15, 48, 41, 36, 16, 1, 20, 28, 4, 8, 0], [0, 32, 37, 10, 11, 45, 27, 3, 6, 35, 34, 44, 0]]	589.0	1.9264156818389893	10.350076103500761
[[0, 37, 9, 47, 45, 10, 11, 32, 2, 43, 39, 35, 34, 44, 0], [0, 21, 38, 40, 25, 41, 28, 4, 0], [0, 48, 14, 5, 29, 42, 46, 7, 22, 0], [0, 24, 30, 15, 12, 1, 31, 36, 23, 26, 16, 8, 0]]	551.0	1.8402314186096191	16.13394216133942
[[0, 37, 9, 47, 45, 10, 11, 27, 6, 42, 46, 0], [0, 15, 29, 20, 33, 18, 7, 3, 0], [0, 48, 30, 24, 12, 38, 40, 25, 31, 36, 23, 26, 16, 8, 0], [0, 14, 5, 41, 32, 2, 21, 43, 39, 44, 35, 34, 22, 0]]	614.0	1.8740386962890625	6.54490106544901
[[0, 37, 9, 47, 24, 10, 11, 42, 45, 3, 6, 46, 0], [0, 12, 21, 38, 40, 23, 26, 25, 18, 8, 0], [0, 30, 15, 41, 1, 16, 28, 7, 22, 31, 4, 0], [0, 48, 14, 5, 36, 32, 2, 43, 39, 35, 34, 44, 0]]	569.0	1.7991878986358643	13.39421613394216
[[0, 48, 14, 5, 28, 1, 20, 7, 22, 3, 0], [0, 15, 29, 25, 31, 36, 23, 26, 16, 8, 0], [0, 12, 30, 38, 41, 32, 2, 21, 43, 39, 35, 34, 44, 0], [0, 37, 9, 47, 24, 10, 45, 27, 6, 11, 42, 46, 0]]	584.0	1.7762982845306396	11.11111111111111
[[0, 37, 9, 47, 24, 10, 11, 45, 27, 3, 6, 22, 31, 0], [0, 48, 32, 2, 21, 38, 39, 43, 35, 7, 34, 44, 0], [0, 14, 30, 15, 40, 36, 23, 26, 25, 18, 17, 0], [0, 12, 5, 41, 16, 1, 20, 28, 4, 8, 0]]	565.0	1.9386036396026611	14.00304414003044
[[0, 14, 5, 2, 29, 25, 18, 22, 3, 0], [0, 48, 41, 1, 28, 31, 36, 23, 26, 16, 8, 0], [0, 37, 9, 47, 10, 11, 45, 32, 39, 43, 35, 7, 34, 44, 4, 0], [0, 24, 30, 15, 12, 21, 38, 40, 42, 46, 0]]	584.0	2.0282349586486816	11.11111111111111
[[0, 37, 9, 47, 45, 10, 27, 11, 42, 46, 22, 0], [0, 24, 30, 15, 12, 28, 31, 36, 23, 26, 16, 8, 0], [0, 48, 21, 38, 40, 25, 18, 1, 4, 0], [0, 14, 5, 41, 32, 2, 39, 43, 35, 7, 34, 44, 0]]	564.0	1.7571642398834229	14.15525114155251
[[0, 48, 29, 20, 1, 28, 31, 36, 23, 26, 16, 8, 0], [0, 14, 5, 41, 32, 2, 21, 35, 7, 34, 44, 4, 0], [0, 37, 9, 47, 45, 10, 11, 42, 43, 39, 22, 0], [0, 24, 30, 15, 12, 38, 40, 25, 18, 17, 46, 0]]	589.0	1.8176233768463135	10.350076103500761
[[0, 14, 5, 21, 38, 25, 31, 36, 23, 26, 16, 8, 0], [0, 37, 9, 47, 45, 10, 11, 32, 2, 43, 39, 44, 35, 7, 34, 22, 0], [0, 24, 30, 15, 12, 40, 41, 28, 1, 20, 13, 4, 0], [0, 48, 27, 42, 3, 6, 46, 0]]	593.0	2.1661112308502197	9.74124809741248
[[0, 29, 2, 31, 36, 23, 26, 16, 8, 0], [0, 48, 14, 5, 20, 1, 28, 42, 46, 0], [0, 37, 9, 47, 45, 10, 11, 32, 39, 43, 35, 7, 34, 44, 4, 0], [0, 24, 30, 15, 12, 21, 38, 40, 25, 41, 22, 3, 0]]	583.0	1.9675867557525635	11.263318112633181
[[0, 30, 15, 12, 40, 36, 23, 26, 25, 18, 17, 8, 0], [0, 37, 9, 47, 24, 10, 11, 42, 45, 3, 6, 46, 0], [0, 14, 5, 41, 1, 16, 28, 7, 22, 31, 4, 0], [0, 48, 32, 2, 21, 38, 43, 39, 35, 34, 44, 0]]	574.0	1.8266127109527588	12.633181126331811
[[0, 48, 41, 32, 2, 39, 43, 35, 7, 34, 44, 0], [0, 14, 5, 21, 38, 25, 31, 36, 23, 26, 16, 8, 0], [0, 37, 9, 47, 45, 10, 11, 27, 42, 46, 22, 0], [0, 24, 30, 15, 12, 40, 18, 1, 28, 4, 0]]	564.0	1.7747843265533447	14.15525114155251
[[0, 48, 30, 24, 12, 40, 42, 46, 7, 22, 0], [0, 32, 2, 21, 38, 43, 39, 35, 34, 44, 4, 0], [0, 15, 14, 5, 41, 28, 1, 20, 33, 13, 17, 0], [0, 37, 9, 47, 45, 10, 11, 31, 36, 23, 26, 16, 8, 0]]	566.0	1.8866276741027832	13.850837138508371
