paths	score	execution_time	gap
[[0, 12, 29, 22, 69, 56, 32, 44, 54, 3, 15, 45, 34, 8, 36, 0]]	266.0	2.367014169692993	71.94092827004219
[[0, 12, 29, 67, 35, 69, 44, 54, 8, 15, 52, 19, 0]]	219.0	1.752159595489502	76.89873417721519
[[0, 12, 7, 9, 67, 25, 32, 44, 54, 69, 8, 21, 42, 19, 60, 36, 0]]	251.0	2.6506175994873047	73.52320675105484
[[0, 12, 7, 50, 41, 43, 9, 30, 66, 48, 21, 55, 60, 19, 42, 58, 37, 0]]	263.0	2.6803267002105713	72.25738396624473
[[0, 12, 7, 50, 41, 9, 30, 48, 66, 58, 37, 19, 42, 60, 36, 0]]	250.0	2.3512847423553467	73.62869198312237
[[0, 53, 29, 25, 67, 30, 48, 69, 32, 54, 44, 34, 15, 8, 0]]	243.0	2.6216118335723877	74.36708860759494
[[0, 38, 2, 35, 25, 29, 69, 32, 44, 54, 3, 15, 8, 34, 36, 0]]	259.0	2.308393955230713	72.67932489451476
[[0, 38, 2, 35, 25, 29, 4, 69, 21, 48, 66, 70, 60, 19, 42, 58, 37, 0]]	258.0	3.513376235961914	72.78481012658227
[[0, 12, 7, 50, 41, 43, 9, 30, 66, 48, 21, 70, 60, 19, 42, 58, 37, 0]]	264.0	3.606950044631958	72.15189873417721
[[0, 12, 7, 29, 4, 69, 32, 30, 48, 21, 37, 58, 19, 60, 36, 0]]	253.0	2.12666654586792	73.31223628691983
[[0, 12, 7, 9, 67, 35, 32, 69, 44, 54, 3, 8, 60, 19, 36, 0]]	259.0	2.641540050506592	72.67932489451476
[[0, 38, 25, 22, 56, 29, 4, 48, 66, 30, 70, 60, 44, 34, 54, 8, 36, 0]]	267.0	3.5731914043426514	71.83544303797468
[[0, 38, 2, 35, 25, 67, 32, 44, 69, 54, 15, 45, 34, 8, 72, 0]]	255.0	2.3376619815826416	73.10126582278481
[[0, 53, 29, 41, 51, 43, 48, 66, 30, 60, 37, 58, 42, 19, 36, 0]]	237.0	2.1318600177764893	75.0
[[0, 38, 2, 35, 67, 69, 56, 3, 54, 32, 62, 44, 15, 45, 8, 34, 0]]	261.0	3.2322354316711426	72.46835443037975
[[0, 12, 29, 67, 35, 32, 69, 8, 54, 60, 19, 42, 36, 0]]	238.0	1.6558079719543457	74.89451476793249
[[0, 12, 7, 29, 69, 4, 63, 5, 15, 54, 44, 34, 8, 72, 0]]	257.0	2.072584867477417	72.8902953586498
[[0, 12, 7, 50, 41, 4, 44, 54, 69, 8, 15, 45, 72, 34, 0]]	243.0	2.0668580532073975	74.36708860759494
[[0, 12, 7, 29, 4, 22, 56, 32, 69, 48, 21, 37, 42, 19, 60, 36, 0]]	259.0	2.6165807247161865	72.67932489451476
[[0, 31, 38, 2, 35, 67, 25, 32, 48, 21, 8, 54, 44, 34, 15, 45, 72, 0]]	271.0	3.3112704753875732	71.41350210970464
[[0, 12, 7, 9, 4, 29, 69, 32, 44, 54, 3, 15, 72, 8, 34, 0]]	272.0	2.377436876296997	71.30801687763713
[[0, 12, 29, 56, 22, 69, 32, 54, 44, 15, 8, 34, 60, 19, 0]]	261.0	1.909282922744751	72.46835443037975
[[0, 38, 25, 22, 56, 29, 4, 48, 69, 44, 3, 8, 54, 15, 45, 34, 0]]	270.0	2.658493757247925	71.51898734177216
[[0, 7, 12, 50, 41, 51, 59, 48, 30, 32, 44, 54, 34, 8, 72, 0]]	257.0	2.3476200103759766	72.8902953586498
[[0, 12, 7, 23, 41, 43, 9, 30, 66, 48, 21, 70, 60, 19, 42, 58, 37, 0]]	256.0	3.632580518722534	72.9957805907173
[[0, 12, 29, 41, 47, 43, 49, 21, 48, 66, 60, 42, 19, 58, 37, 0]]	253.0	2.809227705001831	73.31223628691983
[[0, 38, 22, 25, 67, 32, 69, 54, 44, 8, 60, 42, 58, 19, 0]]	243.0	2.0918004512786865	74.36708860759494
[[0, 31, 38, 35, 67, 69, 32, 44, 48, 21, 37, 19, 42, 60, 36, 0]]	237.0	2.3105874061584473	75.0
[[0, 31, 38, 2, 35, 25, 22, 56, 32, 69, 21, 48, 66, 60, 19, 42, 58, 37, 0]]	282.0	3.1846296787261963	70.25316455696202
[[0, 12, 7, 23, 41, 43, 9, 30, 48, 70, 60, 37, 58, 42, 19, 36, 0]]	247.0	3.284248113632202	73.94514767932489
