paths	score	execution_time	gap
[[0, 13, 268, 246, 206, 50, 64, 138, 65, 94, 249, 205, 232, 28, 34, 151, 134, 141, 43, 69, 29, 49, 76, 128, 152, 0], [0, 108, 263, 180, 259, 181, 219, 124, 284, 25, 267, 97, 114, 86, 126, 35, 288, 52, 26, 83, 51, 161, 54, 0]]	794.0	42.016918659210205	79.37662337662339
[[0, 108, 263, 206, 246, 103, 75, 65, 9, 207, 93, 276, 100, 179, 233, 260, 160, 265, 112, 177, 17, 157, 129, 118, 54, 14, 0], [0, 13, 268, 180, 259, 181, 219, 284, 25, 249, 205, 232, 28, 86, 126, 35, 288, 23, 26, 83, 51, 161, 69, 0]]	809.0	45.93944811820984	78.98701298701299
[[0, 13, 268, 246, 206, 50, 64, 138, 65, 94, 249, 205, 232, 28, 34, 151, 134, 141, 43, 69, 29, 49, 76, 128, 152, 0], [0, 108, 263, 180, 259, 181, 219, 114, 284, 25, 267, 97, 226, 86, 126, 35, 288, 23, 26, 83, 51, 161, 54, 0]]	795.0	41.70678639411926	79.35064935064935
[[0, 246, 268, 180, 259, 219, 25, 124, 284, 35, 249, 205, 232, 28, 34, 151, 134, 141, 43, 69, 29, 49, 76, 128, 152, 0], [0, 108, 263, 206, 64, 50, 75, 9, 207, 260, 276, 100, 179, 233, 160, 265, 112, 86, 51, 126, 161, 262, 0]]	776.0	41.025420904159546	79.84415584415584
[[0, 246, 268, 180, 259, 219, 25, 124, 284, 35, 249, 205, 232, 28, 34, 151, 134, 141, 43, 69, 29, 49, 76, 128, 152, 0], [0, 108, 263, 206, 64, 50, 75, 9, 207, 260, 276, 100, 179, 233, 160, 265, 112, 86, 51, 126, 161, 262, 0]]	776.0	41.727386236190796	79.84415584415584
[[0, 108, 263, 180, 259, 219, 25, 284, 35, 249, 205, 232, 28, 34, 151, 134, 141, 43, 69, 29, 49, 76, 128, 152, 0], [0, 246, 268, 206, 50, 64, 138, 94, 42, 248, 2, 86, 100, 276, 179, 51, 126, 161, 262, 0]]	734.0	34.06104111671448	80.93506493506494
[[0, 246, 268, 206, 50, 64, 138, 94, 42, 248, 2, 86, 126, 35, 288, 52, 26, 83, 51, 161, 54, 0], [0, 108, 263, 180, 259, 219, 25, 284, 114, 249, 205, 232, 28, 34, 151, 134, 141, 69, 29, 49, 110, 128, 152, 0]]	783.0	34.77432298660278	79.66233766233766
[[0, 13, 268, 246, 206, 50, 64, 138, 65, 94, 249, 205, 232, 28, 34, 151, 134, 141, 43, 69, 29, 49, 76, 128, 152, 0], [0, 108, 263, 180, 259, 181, 219, 124, 284, 25, 267, 97, 114, 86, 126, 35, 288, 52, 26, 83, 51, 161, 54, 0]]	794.0	42.059423208236694	79.37662337662339
[[0, 206, 246, 268, 87, 170, 178, 20, 275, 94, 42, 248, 2, 86, 126, 35, 288, 52, 26, 83, 51, 161, 54, 0], [0, 108, 263, 180, 259, 219, 25, 284, 114, 249, 205, 232, 28, 34, 151, 134, 141, 69, 29, 49, 110, 128, 152, 0]]	791.0	38.8441276550293	79.45454545454545
[[0, 108, 263, 246, 206, 50, 64, 75, 9, 249, 205, 232, 28, 34, 151, 141, 86, 51, 126, 177, 279, 0], [0, 13, 268, 180, 259, 181, 219, 163, 114, 25, 213, 284, 267, 97, 119, 35, 288, 69, 49, 161, 54, 0]]	757.0	30.566628217697144	80.33766233766234
[[0, 246, 268, 180, 259, 219, 25, 124, 284, 35, 249, 205, 232, 28, 34, 151, 134, 141, 43, 69, 29, 49, 76, 128, 152, 0], [0, 108, 263, 206, 75, 65, 103, 138, 9, 207, 260, 276, 100, 179, 233, 160, 265, 112, 86, 51, 126, 161, 262, 0]]	783.0	43.089597940444946	79.66233766233766
[[0, 13, 268, 180, 259, 219, 25, 124, 284, 35, 249, 205, 232, 28, 34, 151, 134, 141, 43, 69, 29, 49, 76, 128, 152, 0], [0, 108, 263, 246, 206, 50, 64, 75, 9, 207, 98, 276, 100, 179, 233, 160, 265, 112, 86, 51, 126, 161, 262, 0]]	763.0	42.8448691368103	80.18181818181817
[[0, 108, 263, 180, 259, 181, 219, 124, 114, 25, 168, 213, 284, 267, 97, 127, 221, 76, 119, 49, 51, 161, 69, 0], [0, 13, 268, 246, 206, 50, 64, 138, 94, 249, 205, 232, 28, 86, 126, 35, 288, 23, 36, 26, 83, 54, 14, 0]]	783.0	38.48869347572327	79.66233766233766
[[0, 108, 263, 180, 259, 219, 25, 284, 114, 249, 205, 232, 28, 34, 151, 134, 141, 69, 29, 49, 110, 128, 152, 0], [0, 246, 268, 206, 50, 64, 138, 94, 42, 248, 2, 86, 126, 35, 288, 52, 26, 83, 51, 161, 54, 0]]	783.0	34.79912996292114	79.66233766233766
[[0, 108, 263, 180, 259, 219, 25, 284, 114, 249, 205, 232, 28, 34, 151, 134, 141, 69, 29, 49, 110, 128, 152, 0], [0, 246, 268, 206, 50, 64, 138, 94, 42, 248, 2, 86, 126, 35, 288, 52, 26, 83, 51, 161, 54, 0]]	783.0	34.81433606147766	79.66233766233766
[[0, 108, 263, 206, 64, 50, 75, 9, 207, 260, 276, 100, 179, 233, 160, 265, 112, 86, 51, 126, 161, 262, 0], [0, 246, 268, 180, 259, 219, 25, 124, 284, 35, 249, 205, 232, 28, 34, 151, 134, 141, 43, 69, 29, 49, 76, 128, 152, 0]]	776.0	41.18849062919617	79.84415584415584
