paths	score	execution_time	gap
[[0, 12, 7, 23, 43, 11, 30, 66, 48, 21, 70, 27, 60, 19, 42, 58, 37, 0], [0, 31, 2, 38, 56, 22, 69, 32, 62, 44, 54, 3, 15, 45, 8, 34, 40, 0], [0, 9, 67, 25, 35, 71, 20, 10, 33, 65, 36, 0], [0, 16, 53, 29, 4, 51, 41, 47, 68, 49, 61, 59, 13, 52, 28, 72, 0]]	807.0	2174.5703094005585	14.873417721518987
[[0, 12, 7, 50, 41, 23, 47, 68, 43, 51, 59, 61, 49, 58, 42, 19, 60, 36, 0], [0, 53, 29, 46, 4, 35, 18, 20, 10, 65, 71, 37, 0], [0, 31, 2, 38, 56, 22, 69, 32, 62, 44, 54, 3, 8, 72, 15, 45, 34, 0], [0, 16, 25, 67, 9, 11, 70, 30, 66, 14, 48, 21, 55, 13, 52, 40, 0]]	820.0	2211.98215508461	13.502109704641349
[[0, 16, 53, 46, 29, 4, 14, 70, 27, 10, 65, 71, 60, 19, 42, 37, 0], [0, 12, 7, 67, 9, 11, 30, 48, 66, 21, 55, 52, 72, 40, 0], [0, 31, 2, 38, 35, 25, 22, 56, 32, 69, 44, 54, 3, 15, 45, 8, 34, 36, 0], [0, 50, 41, 68, 43, 47, 51, 49, 61, 59, 17, 26, 58, 0]]	810.0	2179.328428506851	14.556962025316455
[[0, 31, 2, 35, 9, 30, 70, 14, 66, 48, 21, 71, 58, 37, 0], [0, 12, 7, 50, 41, 23, 47, 68, 43, 51, 59, 61, 49, 19, 42, 60, 40, 0], [0, 16, 53, 46, 4, 29, 5, 63, 13, 55, 52, 28, 72, 0], [0, 38, 67, 25, 22, 56, 69, 32, 44, 3, 15, 45, 8, 54, 34, 36, 0]]	816.0	2100.877239704132	13.924050632911392
[[0, 16, 53, 46, 9, 30, 48, 66, 70, 71, 65, 37, 0], [0, 22, 67, 4, 29, 5, 63, 13, 21, 55, 52, 28, 0], [0, 12, 7, 50, 41, 51, 47, 43, 59, 61, 49, 58, 42, 19, 60, 36, 0], [0, 31, 2, 38, 35, 25, 69, 56, 3, 44, 32, 8, 54, 34, 15, 45, 72, 0]]	823.0	2032.9196345806122	13.185654008438819
